education_id,education_level,field_of_study,university_ranking,region_of_study,gpa
21811,'Bachelor''s',Health,Low,EU,2.71
21812,'Bachelor''s',IT,Low,Australia,3.81
21813,PhD,Arts,High,Australia,3.49
21814,Diploma,Arts,Medium,Canada,2.73
21815,'Bachelor''s',Arts,Medium,Australia,3.19
21816,Diploma,Engineering,Low,EU,3.63
21817,PhD,Engineering,Low,UK,3.86
21818,'Bachelor''s',Social Sciences,High,Australia,3.02
21819,PhD,Health,Low,EU,3.26
21820,'Master''s',Social Sciences,Low,Canada,3.47
21821,'Bachelor''s',IT,Low,Australia,3.15
21822,'Master''s',Social Sciences,Medium,UK,2.24
21823,'Master''s',Business,High,Australia,2.2
21824,'Master''s',Social Sciences,Medium,EU,3.04
21825,'Master''s',Social Sciences,Low,Canada,2.8
21826,Diploma,IT,High,UK,2.43
21827,'Master''s',Arts,High,EU,2.76
21828,Diploma,Arts,High,Australia,3.8
21829,PhD,Business,Low,EU,3.62
21830,Diploma,Health,Medium,UK,3.53
21831,PhD,Arts,High,Australia,2.59
21832,'Bachelor''s',IT,High,EU,3.81
21833,'Bachelor''s',Engineering,High,Canada,2.88
21834,PhD,Health,Low,Australia,2.95
21835,'Master''s',Arts,Medium,Australia,3.69
21836,'Bachelor''s',Business,High,EU,2.67
21837,'Master''s',Social Sciences,High,Australia,3.88
21838,'Bachelor''s',IT,Medium,Australia,3.1
21839,'Bachelor''s',Social Sciences,Medium,EU,2.83
21840,PhD,IT,Medium,EU,3.11
21841,'Master''s',IT,Low,Australia,3.56
21842,Diploma,Arts,Medium,Australia,3.53
21843,'Master''s',IT,High,UK,3.17
21844,'Master''s',Engineering,Low,Australia,3.06
21845,'Bachelor''s',Business,High,Canada,3.46
21846,PhD,Business,Medium,EU,3.39
21847,Diploma,Business,Low,Canada,3.29
21848,'Master''s',Arts,High,EU,3.69
21849,'Bachelor''s',Health,Low,EU,3.82
21850,'Master''s',Business,Low,Canada,2.59
21851,'Master''s',Social Sciences,Medium,Canada,2.32
21852,PhD,Social Sciences,Medium,Canada,2.83
21853,PhD,Health,Low,UK,2.97
21854,Diploma,Arts,Medium,Canada,2.57
21855,Diploma,Arts,Low,Canada,3.37
21856,Diploma,Social Sciences,Low,UK,3.1
21857,'Bachelor''s',Arts,Medium,UK,2.79
21858,'Bachelor''s',Arts,Low,Canada,2.92
21859,'Master''s',Engineering,Medium,UK,3.91
21860,PhD,Social Sciences,High,Canada,2.52
21861,PhD,Health,Medium,EU,3.51
21862,'Bachelor''s',Arts,Medium,UK,3.96
21863,'Bachelor''s',Health,Medium,Australia,3.63
21864,'Master''s',Business,Low,Canada,2.84
21865,'Bachelor''s',Health,High,Canada,3.66
21866,PhD,Health,Low,EU,3.74
21867,'Master''s',Arts,Medium,Australia,2.93
21868,'Master''s',Social Sciences,Medium,EU,3.64
21869,'Master''s',Business,High,UK,2.41
21870,Diploma,Arts,High,Australia,3.75
21871,PhD,Arts,Medium,EU,2.88
21872,PhD,Engineering,Medium,Canada,2.33
21873,'Master''s',Engineering,Medium,EU,2.51
21874,PhD,Engineering,Medium,Canada,2.87
21875,'Bachelor''s',Engineering,Low,EU,2.48
21876,'Master''s',IT,Medium,Canada,2.79
21877,PhD,Business,High,Canada,3.95
21878,Diploma,Social Sciences,High,UK,2.9
21879,'Master''s',Social Sciences,Medium,EU,2.65
21880,PhD,Engineering,Medium,Australia,3.43
21881,'Master''s',Arts,Low,Australia,3.35
21882,PhD,Business,Medium,UK,2.33
21883,PhD,Engineering,Low,EU,3.29
21884,'Bachelor''s',Arts,High,Australia,2.47
21885,Diploma,Engineering,Medium,Canada,3.35
21886,'Master''s',Social Sciences,Medium,EU,2.6
21887,PhD,Social Sciences,High,Canada,3.64
21888,Diploma,Engineering,High,UK,3.3
21889,'Bachelor''s',Arts,Low,Canada,3.64
21890,PhD,Social Sciences,High,Australia,3.63
21891,PhD,Social Sciences,Low,UK,3.13
21892,'Bachelor''s',Engineering,Low,UK,3.78
21893,'Bachelor''s',Health,Low,EU,3.38
21894,PhD,Engineering,Low,Australia,3.21
21895,PhD,Social Sciences,Medium,Australia,1.97
21896,'Bachelor''s',Business,Medium,EU,3.16
21897,'Bachelor''s',Arts,Low,EU,3.41
21898,'Master''s',Health,High,UK,3.57
21899,Diploma,Arts,Medium,UK,3.14
21900,Diploma,Health,Medium,EU,3.57
21901,PhD,Business,Medium,Australia,3.8
21902,PhD,Health,High,Canada,2.92
21903,PhD,Health,Medium,UK,3.3
21904,'Bachelor''s',Social Sciences,Low,EU,3.5
21905,Diploma,Health,High,Canada,3.07
21906,'Bachelor''s',Social Sciences,Low,Canada,3.41
21907,PhD,Engineering,High,Canada,3.26
21908,'Bachelor''s',Health,Medium,Canada,2.53
21909,PhD,Social Sciences,Low,UK,2.4
21910,'Bachelor''s',Business,Medium,EU,2.58
21911,'Bachelor''s',Engineering,Low,Canada,3.05
21912,'Master''s',Arts,Medium,UK,2.9
21913,'Master''s',IT,Medium,EU,2.61
21914,'Bachelor''s',Business,High,UK,2.7
21915,'Master''s',IT,Low,UK,3.82
21916,'Bachelor''s',IT,Low,UK,3.65
21917,'Bachelor''s',Social Sciences,Medium,UK,3.79
21918,Diploma,Engineering,High,Australia,3.42
21919,'Master''s',Social Sciences,Medium,EU,2.67
21920,PhD,Health,Medium,UK,3.74
21921,PhD,Health,High,Canada,3.41
21922,'Bachelor''s',Engineering,Low,Australia,3.21
21923,PhD,IT,Medium,EU,3.07
21924,Diploma,Health,Medium,Canada,3.86
21925,'Master''s',Health,High,Australia,2.63
21926,Diploma,IT,High,EU,3.3
21927,'Bachelor''s',Health,Medium,Canada,2.71
21928,'Master''s',Business,High,Australia,3.61
21929,'Bachelor''s',Health,Low,EU,2.98
21930,'Master''s',IT,Low,EU,3.48
21931,Diploma,Business,High,Australia,3.39
21932,'Master''s',Business,High,EU,3.44
21933,'Master''s',Arts,High,UK,2.96
21934,'Bachelor''s',Business,Medium,EU,3.09
21935,'Master''s',IT,Low,EU,2.56
21936,'Master''s',Arts,Low,Australia,3.07
21937,PhD,Arts,High,Canada,2.67
21938,'Bachelor''s',Engineering,High,Canada,3.51
21939,'Master''s',Social Sciences,High,Australia,2.87
21940,'Master''s',Business,Low,Canada,3.69
21941,'Bachelor''s',Business,High,EU,3.76
21942,PhD,IT,Medium,Australia,2.36
21943,'Bachelor''s',Engineering,Low,EU,2.34
21944,PhD,Social Sciences,High,Canada,3.73
21945,'Master''s',IT,Low,UK,3.64
21946,'Bachelor''s',Business,Low,Australia,3.7
21947,PhD,Health,High,UK,2.54
21948,'Master''s',Social Sciences,Medium,Australia,2.75
21949,'Bachelor''s',Health,High,Australia,3.28
21950,Diploma,Arts,High,UK,3.96
21951,Diploma,Health,Medium,UK,3.29
21952,'Bachelor''s',Social Sciences,Low,UK,3.87
21953,Diploma,Social Sciences,Medium,UK,3.16
21954,PhD,IT,Medium,Australia,2.64
21955,'Bachelor''s',Engineering,High,EU,2.71
21956,'Master''s',Health,Medium,UK,3.04
21957,Diploma,IT,Medium,EU,3.3
21958,'Master''s',Arts,High,Canada,3.61
21959,Diploma,Arts,High,Canada,3.31
21960,'Master''s',IT,High,Australia,2.72
21961,'Master''s',Arts,Medium,Canada,3.79
21962,'Bachelor''s',Engineering,Low,Canada,2.49
21963,'Bachelor''s',Social Sciences,Medium,UK,3.73
21964,'Bachelor''s',Engineering,Medium,EU,1.95
21965,'Master''s',IT,High,Canada,3.92
21966,'Master''s',Business,High,UK,3.62
21967,'Bachelor''s',Engineering,High,EU,2.52
21968,'Master''s',Business,High,EU,3.72
21969,'Master''s',Health,Low,Australia,3.4
21970,'Master''s',Arts,High,Canada,3.55
21971,'Master''s',Arts,High,EU,2.54
21972,'Master''s',Business,Low,Australia,2.98
21973,'Master''s',Health,Low,Canada,2.62
21974,PhD,Business,Medium,Australia,3.54
21975,'Master''s',IT,High,Australia,3.29
21976,'Master''s',Engineering,Medium,Canada,3.39
21977,Diploma,IT,Medium,UK,2.96
21978,'Bachelor''s',Engineering,High,Canada,2.48
21979,Diploma,IT,Medium,UK,2.55
21980,'Master''s',Social Sciences,High,EU,2.46
21981,Diploma,Health,Medium,Australia,2.94
21982,'Bachelor''s',Social Sciences,Medium,Canada,2.6
21983,'Bachelor''s',Social Sciences,High,UK,3.22
21984,'Master''s',Business,High,Canada,3.79
21985,PhD,IT,High,UK,2.3
21986,'Bachelor''s',Business,High,Australia,2.96
21987,'Bachelor''s',Business,Medium,EU,2.37
21988,PhD,IT,Medium,UK,3.87
21989,'Master''s',IT,Medium,Canada,3.28
21990,'Bachelor''s',Health,Low,Canada,2.96
21991,PhD,Engineering,Medium,UK,2.92
21992,'Master''s',Arts,High,Canada,3.2
21993,'Bachelor''s',Social Sciences,Medium,UK,2.16
21994,'Master''s',Engineering,Medium,Canada,3.34
21995,'Master''s',Health,Medium,Australia,3.17
21996,'Bachelor''s',Arts,High,Canada,2.59
21997,PhD,Health,Medium,Australia,3.64
21998,'Bachelor''s',Business,Low,Canada,3.24
21999,PhD,Business,Medium,EU,3.33
22000,PhD,Health,Medium,EU,3.35
22001,'Master''s',Health,Low,Australia,2.65
22002,Diploma,Health,Medium,UK,3.61
22003,'Master''s',IT,Medium,UK,3.07
22004,'Bachelor''s',Arts,High,Canada,3.16
22005,'Master''s',Social Sciences,High,Australia,3.1
22006,'Bachelor''s',Engineering,High,Australia,2.88
22007,PhD,Engineering,Low,EU,3.28
22008,'Master''s',Arts,High,EU,2.94
22009,'Bachelor''s',Business,Low,UK,2.71
22010,Diploma,Arts,Medium,UK,3.62
22011,PhD,Business,Low,Canada,2.54
22012,'Bachelor''s',Health,High,Australia,3.31
22013,Diploma,Business,Medium,UK,3.51
22014,Diploma,Arts,Medium,UK,3.94
22015,'Bachelor''s',Business,High,EU,1.95
22016,Diploma,Social Sciences,High,EU,2.47
22017,Diploma,Business,High,EU,3.73
22018,Diploma,Health,Medium,Australia,2.51
22019,'Bachelor''s',Arts,High,UK,3.6
22020,'Master''s',Engineering,High,UK,3.41
22021,'Bachelor''s',Engineering,Low,UK,3.57
22022,'Bachelor''s',IT,Low,Australia,2.98
22023,PhD,Arts,High,Australia,3.08
22024,'Master''s',Social Sciences,High,Australia,3.33
22025,PhD,Arts,Medium,Canada,3.24
22026,Diploma,IT,Medium,UK,2.78
22027,'Master''s',Engineering,Low,Canada,3.01
22028,'Bachelor''s',Engineering,Low,Australia,3.29
22029,'Master''s',Social Sciences,High,UK,2.94
22030,'Master''s',Arts,Medium,EU,1.97
22031,'Master''s',IT,Low,UK,2.9
22032,'Bachelor''s',Engineering,Low,EU,3.38
22033,Diploma,IT,Low,Australia,2.56
22034,Diploma,Health,High,Australia,3.24
22035,Diploma,Business,Low,Australia,3.38
22036,'Master''s',IT,Medium,UK,3.82
22037,'Bachelor''s',Social Sciences,High,UK,3.12
22038,PhD,Engineering,High,EU,2.94
22039,'Bachelor''s',Business,High,Canada,2.93
22040,'Master''s',IT,Low,UK,3.42
22041,Diploma,Business,High,EU,3.1
22042,PhD,Arts,Low,UK,2.65
22043,Diploma,Social Sciences,Medium,UK,2.73
22044,Diploma,IT,Low,EU,3.39
22045,PhD,Social Sciences,High,Canada,2.67
22046,'Master''s',Arts,Medium,Canada,2.7
22047,Diploma,Engineering,Medium,Canada,2.16
22048,'Bachelor''s',Arts,Medium,EU,3.81
22049,'Bachelor''s',Arts,High,Canada,3.38
22050,Diploma,IT,High,UK,3.21
22051,Diploma,Arts,Medium,EU,3.3
22052,Diploma,Business,High,Canada,2.78
22053,PhD,Arts,High,Australia,2.77
22054,'Master''s',Business,High,EU,3.11
22055,'Bachelor''s',Social Sciences,High,Australia,2.67
22056,'Master''s',Arts,High,EU,3.35
22057,'Bachelor''s',IT,Low,Canada,3.29
22058,'Master''s',Business,Medium,Canada,2.75
22059,Diploma,Business,High,Australia,2.85
22060,Diploma,Arts,High,Australia,3.71
22061,'Master''s',Business,Low,EU,2.7
22062,PhD,Arts,High,Canada,3.45
22063,'Master''s',Engineering,Low,Australia,3.24
22064,PhD,Arts,High,Australia,3.72
22065,Diploma,Engineering,High,Australia,3.01
22066,Diploma,IT,Medium,UK,2.6
22067,Diploma,Engineering,Low,EU,3.32
22068,'Master''s',IT,High,Australia,2.98
22069,Diploma,Health,Low,Australia,2.66
22070,PhD,IT,Low,UK,3.61
22071,PhD,Social Sciences,High,EU,3.76
22072,PhD,Social Sciences,Low,Canada,3.45
22073,'Master''s',Engineering,High,UK,3.28
22074,PhD,Arts,Medium,Australia,2.73
22075,'Master''s',Business,High,EU,2.57
22076,PhD,Business,Low,Australia,2.82
22077,PhD,Business,Medium,Australia,2.51
22078,'Master''s',Health,High,EU,3.09
22079,'Master''s',Arts,High,Canada,2.32
22080,Diploma,Business,Medium,Australia,3.28
22081,'Bachelor''s',Business,Medium,Australia,3.84
22082,Diploma,Engineering,Medium,Canada,3.6
22083,'Master''s',IT,High,Australia,2.5
22084,PhD,IT,Low,Australia,3.44
22085,'Master''s',Health,High,EU,3.39
22086,PhD,IT,Medium,Australia,3.04
22087,Diploma,Business,Low,Canada,3.6
22088,'Master''s',Health,Low,Canada,2.86
22089,PhD,IT,Low,UK,3.03
22090,'Master''s',IT,High,UK,2.79
22091,PhD,Arts,Low,Canada,2.79
22092,Diploma,Social Sciences,High,EU,2.77
22093,PhD,Engineering,Medium,UK,2.96
22094,'Master''s',Health,Low,UK,3.39
22095,'Master''s',Health,Medium,Australia,2.41
22096,Diploma,Business,Medium,UK,3.53
22097,Diploma,Business,Medium,Canada,3.93
22098,Diploma,Health,High,Australia,2.76
22099,'Master''s',Business,High,Canada,3.42
22100,Diploma,Social Sciences,High,Canada,2.51
22101,'Master''s',IT,Medium,UK,2.18
22102,'Master''s',IT,Low,UK,3.39
22103,'Master''s',Health,Medium,Australia,3.14
22104,'Master''s',Social Sciences,Medium,EU,3.68
22105,PhD,Health,High,UK,2.72
22106,'Bachelor''s',Engineering,Low,Canada,3.42
22107,PhD,Health,Low,UK,3.65
22108,'Master''s',IT,High,Australia,2.7
22109,'Master''s',Health,Medium,UK,3.4
22110,'Bachelor''s',Arts,Medium,UK,2.96
22111,'Bachelor''s',Social Sciences,Medium,EU,2.96
22112,'Bachelor''s',Arts,Low,Australia,2.67
22113,'Bachelor''s',Engineering,Medium,Australia,2.6
22114,'Master''s',Engineering,High,EU,3.89
22115,Diploma,Social Sciences,High,Australia,3.6
22116,'Master''s',Engineering,Medium,UK,2.81
22117,'Master''s',IT,High,Australia,3.55
22118,'Master''s',IT,High,EU,3.27
22119,Diploma,Engineering,Medium,Australia,3.51
22120,'Bachelor''s',Arts,High,Australia,3.65
22121,'Bachelor''s',IT,Low,Canada,3.03
22122,'Master''s',Business,Low,Canada,3.28
22123,'Bachelor''s',Business,Low,EU,2.92
22124,'Bachelor''s',Health,High,UK,2.7
22125,'Master''s',Engineering,Medium,Canada,3.26
22126,Diploma,Health,High,UK,2.6
22127,'Master''s',Social Sciences,Low,Canada,3.14
22128,'Master''s',Business,Low,Canada,3.64
22129,PhD,Health,High,EU,3.83
22130,Diploma,Engineering,High,UK,3.21
22131,'Master''s',Engineering,Low,Australia,2.53
22132,PhD,Arts,Medium,Australia,3.64
22133,'Bachelor''s',IT,High,Canada,3.05
22134,'Master''s',Social Sciences,High,Australia,3.67
22135,'Master''s',Social Sciences,Low,UK,3.57
22136,'Bachelor''s',Business,Low,Canada,2.52
22137,'Master''s',Engineering,Low,Canada,2.99
22138,PhD,Arts,Medium,EU,3.69
22139,'Master''s',Arts,Low,EU,3.32
22140,'Bachelor''s',Social Sciences,High,Canada,2.85
22141,PhD,Business,High,Canada,2.82
22142,'Master''s',Engineering,Medium,Australia,2.71
22143,PhD,Social Sciences,High,Australia,3.05
22144,'Bachelor''s',Arts,Low,EU,3.52
22145,'Master''s',Arts,High,EU,2.99
22146,Diploma,Arts,Low,Australia,2.57
22147,PhD,Arts,Medium,Australia,3.5
22148,'Bachelor''s',IT,Low,UK,2.96
22149,'Master''s',Engineering,High,Australia,2.59
22150,'Master''s',Health,Medium,Australia,3.92
22151,'Bachelor''s',Business,Medium,UK,3.03
22152,'Bachelor''s',Engineering,High,UK,2.81
22153,'Bachelor''s',IT,Medium,UK,3.67
22154,'Bachelor''s',Arts,Low,UK,3.15
22155,PhD,IT,Medium,Australia,3.69
22156,'Master''s',Health,Low,EU,3.61
22157,Diploma,IT,Low,UK,2.42
22158,PhD,Health,High,EU,2.63
22159,PhD,Engineering,High,UK,2.45
22160,'Bachelor''s',Engineering,Medium,UK,3.03
22161,'Bachelor''s',Business,Low,EU,3.7
22162,'Master''s',Arts,High,EU,2.43
22163,'Bachelor''s',IT,Medium,EU,2.26
22164,Diploma,Business,High,EU,3.58
22165,'Bachelor''s',Business,High,Canada,2.26
22166,Diploma,Arts,Medium,Australia,3.11
22167,PhD,Engineering,Low,UK,3.63
22168,Diploma,Health,High,UK,3.79
22169,PhD,Arts,Low,Canada,2.47
22170,PhD,Engineering,High,Canada,3.58
22171,'Bachelor''s',Business,Medium,UK,3.53
22172,Diploma,Arts,High,Canada,2.63
22173,Diploma,Business,High,UK,2.98
22174,'Bachelor''s',Health,High,EU,3.57
22175,PhD,Health,Medium,Canada,3.2
22176,'Master''s',Engineering,High,UK,2.5
22177,PhD,Health,Low,EU,2.47
22178,PhD,Social Sciences,Medium,Australia,3.62
22179,'Master''s',IT,Low,Australia,3.23
22180,PhD,Engineering,Medium,UK,3.07
22181,Diploma,Engineering,Medium,EU,3.68
22182,'Bachelor''s',Health,High,EU,3.62
22183,PhD,Arts,High,Canada,2.71
22184,Diploma,Arts,Medium,Australia,3.31
22185,Diploma,Arts,High,EU,2.65
22186,PhD,Arts,Low,UK,2.2
22187,PhD,Social Sciences,High,Canada,3.07
22188,Diploma,Social Sciences,Medium,Canada,3.11
22189,Diploma,Business,High,UK,3.18
22190,'Master''s',Business,Low,UK,3.89
22191,'Master''s',Engineering,High,Australia,2.84
22192,'Master''s',IT,High,Australia,3.11
22193,PhD,Engineering,Medium,Australia,3.23
22194,PhD,Health,Low,EU,3.02
22195,'Master''s',Social Sciences,Medium,Australia,3.37
22196,Diploma,Arts,High,UK,2.43
22197,'Master''s',Health,Medium,UK,2.26
22198,Diploma,Social Sciences,Medium,Australia,3.31
22199,Diploma,Engineering,Medium,Canada,3.83
22200,PhD,Business,Medium,UK,3.13
22201,'Bachelor''s',Engineering,Low,Australia,3.13
22202,PhD,Social Sciences,High,Canada,2.51
22203,'Bachelor''s',Health,High,EU,3.2
22204,'Master''s',Social Sciences,Medium,EU,2.69
22205,'Bachelor''s',Engineering,Medium,Australia,3.26
22206,'Master''s',Health,High,Canada,2.08
22207,Diploma,Engineering,Medium,Canada,3.26
22208,Diploma,Engineering,Medium,UK,3.8
22209,PhD,Business,High,Canada,3.57
22210,PhD,Arts,Low,Canada,3.37
22211,'Master''s',Health,Medium,UK,2.76
22212,PhD,Arts,Medium,UK,3.97
22213,'Master''s',Arts,Low,Canada,2.74
22214,PhD,Arts,Medium,EU,2.54
22215,Diploma,IT,Medium,EU,3.73
22216,'Master''s',IT,High,UK,3.4
22217,'Master''s',IT,Low,Australia,3.49
22218,PhD,Engineering,Low,EU,2.77
22219,'Master''s',Arts,Low,Australia,3.69
22220,'Master''s',Arts,High,Australia,2.9
22221,'Master''s',Health,Medium,Australia,2.51
22222,'Master''s',Business,Low,EU,2.99
22223,Diploma,IT,High,EU,3.05
22224,'Bachelor''s',Engineering,High,EU,3.72
22225,'Bachelor''s',Engineering,Low,Canada,3.69
22226,'Bachelor''s',Social Sciences,High,EU,3.0
22227,'Master''s',Social Sciences,High,Canada,2.89
22228,Diploma,Business,Medium,Canada,3.1
22229,Diploma,Engineering,Low,EU,3.1
22230,Diploma,Social Sciences,Low,UK,2.61
22231,PhD,Health,Low,UK,3.28
22232,Diploma,Business,Medium,UK,3.46
22233,'Master''s',Arts,High,Australia,2.69
22234,'Bachelor''s',Business,High,Canada,3.3
22235,'Bachelor''s',Engineering,Low,Australia,2.78
22236,'Bachelor''s',Social Sciences,Medium,EU,2.65
22237,'Bachelor''s',Business,Medium,Canada,3.62
22238,PhD,Business,High,UK,3.0
22239,Diploma,Health,Medium,UK,3.37
22240,PhD,Engineering,High,Canada,3.23
22241,'Bachelor''s',Business,Medium,Canada,3.81
22242,PhD,Business,Medium,UK,3.37
22243,'Bachelor''s',Health,Medium,Australia,2.76
22244,Diploma,Health,Medium,Canada,2.5
22245,'Master''s',Arts,High,UK,3.72
22246,'Master''s',Engineering,Low,Australia,2.93
22247,PhD,Social Sciences,High,UK,3.39
22248,'Bachelor''s',Social Sciences,Low,Australia,3.41
22249,'Bachelor''s',Business,High,EU,2.64
22250,'Bachelor''s',Social Sciences,Low,Canada,2.55
22251,'Master''s',Social Sciences,Medium,UK,3.83
22252,'Master''s',Social Sciences,High,EU,3.04
22253,'Bachelor''s',Engineering,High,EU,2.65
22254,'Bachelor''s',Engineering,High,Canada,2.5
22255,'Master''s',Arts,Medium,Canada,2.67
22256,'Master''s',IT,Medium,UK,3.36
22257,'Master''s',Arts,High,UK,2.69
22258,'Bachelor''s',Engineering,Medium,Australia,2.94
22259,'Bachelor''s',Business,High,UK,3.77
22260,'Bachelor''s',Health,High,Canada,2.94
22261,'Master''s',Engineering,Low,Australia,3.01
22262,'Master''s',Business,Medium,Canada,3.77
22263,PhD,Social Sciences,Medium,EU,2.65
22264,PhD,Arts,Low,Australia,3.45
22265,'Master''s',Business,Low,UK,2.71
22266,'Master''s',Business,Medium,Australia,3.14
22267,'Bachelor''s',IT,High,UK,3.92
22268,Diploma,Health,Low,Australia,3.03
22269,PhD,Engineering,Low,EU,3.58
22270,Diploma,Business,High,UK,2.37
22271,Diploma,Engineering,Medium,Australia,2.93
22272,PhD,Business,High,Canada,3.83
22273,'Bachelor''s',Health,Low,Canada,3.35
22274,PhD,Business,Low,UK,2.12
22275,'Master''s',Business,Medium,Australia,2.76
22276,'Bachelor''s',Engineering,High,EU,3.91
22277,'Master''s',Health,Medium,Canada,3.96
22278,PhD,IT,Low,UK,2.76
22279,'Bachelor''s',Arts,Medium,EU,3.52
22280,PhD,IT,Low,Australia,3.13
22281,Diploma,Social Sciences,High,EU,3.13
22282,PhD,Engineering,High,Australia,3.06
22283,'Master''s',Business,Low,UK,2.88
22284,PhD,Health,Medium,Canada,3.43
22285,'Master''s',Arts,Low,UK,3.24
22286,PhD,Social Sciences,High,UK,3.3
22287,'Bachelor''s',Business,Low,EU,3.08
22288,PhD,Health,Medium,Australia,3.39
22289,'Bachelor''s',Engineering,High,UK,2.83
22290,'Bachelor''s',IT,Low,UK,3.15
22291,PhD,Social Sciences,Low,EU,3.0
22292,'Master''s',Arts,Low,Australia,3.0
22293,Diploma,Engineering,Low,UK,3.69
22294,'Master''s',Social Sciences,High,Canada,2.86
22295,PhD,Engineering,Low,Australia,2.69
22296,'Bachelor''s',Arts,High,Canada,3.91
22297,'Master''s',Arts,High,EU,2.93
22298,'Bachelor''s',Arts,Medium,EU,2.66
22299,PhD,IT,Medium,Canada,3.35
22300,'Master''s',Health,Medium,Australia,2.57
22301,'Bachelor''s',Arts,Low,Australia,2.81
22302,PhD,Social Sciences,Low,Canada,3.29
22303,Diploma,Engineering,Low,Australia,3.36
22304,'Bachelor''s',Engineering,High,EU,2.75
22305,PhD,Health,High,EU,3.14
22306,'Master''s',Business,Medium,UK,2.3
